Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,NXT AU Equity,NEXTDC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111.3789,215.35400000000001,227.81,297.28100000000001,293.27499999999998,530.24400000000003,852.38400000000001,1235.924,1825.8879999999999,2657.4920000000002,2641.1439999999998,2977.0010000000002,3849.9989999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,IEL AU Equity,IDP EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.97200000000001,148.10599999999999,165.352,154.07599999999999,239.84800000000001,288.84800000000001,369.45800000000003,701.91800000000001,695.44200000000001,974.78599999999994,1233.4670000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.445999999999998,97.728999999999999,821.87699999999995,1615.5070000000001,1712.498,1800.027,1745.2650000000001,2157.1970000000001,2755.7289999999998,2982.5,3916.5,4885.1000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,IPL AU Equity,INCITEC PIVOT LTD,AUD,#N/A,867.14599999999996,971.39300000000003,845.24900000000002,1300.1120000000001,1639.7,8185.4,6589.7,6310.3,7001.9,7013.4,7683.8,7970.2,9196.2999999999993,8679,8821.7000000000007,8954,9379.5,9291,9390.6,10863.7,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ALU AU Equity,ALTIUM LTD,AUD,151.54400000000001,143.221,51.509,46.31,46.07,49.24,44.810299999999998,43.315199999999997,32.410499999999999,27.4986,42.5901,50.901200000000003,57.302599999999998,222.58949999999999,263.69279999999998,274.5455,316.4606,396.41419999999999,419.209,511.07380000000001,551.86630000000002,640.6463,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ALQ AU Equity,ALS LTD,AUD,271.07400000000001,272.86900000000003,284.34500000000003,302.072,461.03399999999999,515.92899999999997,677.66899999999998,805.08799999999997,955.08500000000004,1171.9469999999999,1635.8,1734.7,2537.3000000000002,2406.9,2144.9,2149.6,2058.3000000000002,2178.6999999999998,2930.8,2481.6,2844.2,3330.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,CWY AU Equity,CLEANAWAY WASTE MANAGEMENT L,AUD,#N/A,138.20500000000001,327.44200000000001,433.78899999999999,609.72,3953.1849999999999,4249.1369999999997,4250.777,4247.299,3715.9059999999999,3883.6,3636.4,2733.4,2869.7,2909.8,2957.6,4047.1,4129.2,4510.3,4651.5,5862.7,6073.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BLD AU Equity,BORAL LTD,AUD,3915.3,4037.8998999999999,4510.5,5000.8,5587,5816.6,5895,5491.2,5209.3999999999996,5668,6499.1,6316.4,5559.1,5865.4,5800.5,9380.6,9510.2999999999993,9520.1,9162,7584.4,4400.8999999999996,3938.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BEN AU Equity,BENDIGO AND ADELAIDE BANK,AUD,7967.7250000000004,9256.6260000000002,11284.5,13858.6,15196.1,17001.599999999999,48049,47114.2,52141.1,55004.5,57237.8,60272.5,65062.9,66028.800000000003,68572.7,71415.5,71439.8,72435.3,76008.899999999994,86577.2,95239.6,98479.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,JBH AU Equity,JB HI-FI LTD,AUD,105.259,130.93199999999999,170.203,231.61,326.84399999999999,453.40100000000001,535.83500000000004,661.65099999999995,714.322,767.13900000000001,811.149,843.30399999999997,859.84100000000001,895.01300000000003,992.38099999999997,2459.8000000000002,2491.6999999999998,2567.1999999999998,3152.3,3255.3,3161.4,3234.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,NHC AU Equity,NEW HOPE CORP LTD,AUD,453.267,440.77300000000002,442.08300000000003,809.03399999999999,627.79999999999995,849.32899999999995,990.56100000000004,3743.3420000000001,2652.498,2749.248,2459.4189999999999,2268.5639999999999,2185.8420000000001,2075.1579999999999,2018.549,2181.645,2338.3670000000002,2801.413,2545.636,2775.8670000000002,3427.0349999999999,3243.3069999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,50.88,46.353999999999999,49.341000000000001,50.875999999999998,52.427,65.085999999999999,73.421999999999997,83.692999999999998,98.304000000000002,111.205,119.93600000000001,137.56800000000001,151.36099999999999,182.64699999999999,218.52199999999999,248.43799999999999,284.31099999999998,318.42399999999998,375.90899999999999,467.28800000000001,539.94500000000005,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,QUB AU Equity,QUBE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,498.54700000000003,880.77,1698.087,1840.9179999999999,2062.6979999999999,2302.3980000000001,2891.6,3682.1,4035,4747.6000000000004,5976.1,6241.1,5635.9,5672.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,HVN AU Equity,HARVEY NORMAN HOLDINGS LTD,AUD,1668.502,1925.72,2369.154,2759.172,3030.364,3192.6959999999999,3365.03,3656.1860000000001,3704.5129999999999,4004.009,3951.8159999999998,4065.0309999999999,4206.1310000000003,4326.6610000000001,4431.8,4189.7439999999997,4577.6419999999998,4798.7439999999997,5828.6019999999999,6672.9340000000002,7246.4030000000002,7671.8310000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,DMP AU Equity,DOMINO'S PIZZA ENTERPRISES L,AUD,36.503,45.378,56.613,77.947999999999993,106.02800000000001,131.613,142.15700000000001,149.26,148.67400000000001,160.154,175.31899999999999,189.751,559.00800000000004,630.6,1128.0319999999999,1132.7929999999999,1302.4110000000001,1438.413,2471.105,2352.4090000000001,2431.7240000000002,2879.4479999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VEA AU Equity,VIVA ENERGY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4063.6,4263.6000000000004,4806.5,5159.3,7938,6414,7308.9,8623.6,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,LLC AU Equity,LENDLEASE GROUP,AUD,8586.9004000000004,7408.8999000000003,7130.7,6924.6,8166.3,9336.2000000000007,8549.5,8319.4,11366.4,12149,12703.5,14300.9,15751.8,18959.2,18592.900000000001,20854.2,16964,17178,17748,17000,17101,18214,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CHC AU Equity,CHARTER HALL GROUP,AUD,#N/A,#N/A,#N/A,#N/A,505.05799999999999,650.37800000000004,801.92100000000005,523.50599999999997,976.16099999999994,957.56100000000004,875.59900000000005,818.83299999999997,986.05200000000002,1278.4290000000001,1415.578,1873.037,2013.6,2453.6,2759.7,3284.7,4192.6000000000004,4072.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,FLT AU Equity,FLIGHT CENTRE TRAVEL GROUP L,AUD,582.05499999999995,795.55200000000002,961.13800000000003,919.95299999999997,1032.0150000000001,1257.2860000000001,1957.008,1727.18,1978.309,1925.749,2114.8229999999999,2372.5439999999999,2410.3870000000002,2787.9659999999999,3001.3159999999998,3195.4879999999998,3398.9989999999998,3493.4140000000002,3965.848,3264.8760000000002,3732.087,4436.4269999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,CGF AU Equity,CHALLENGER LTD,AUD,#N/A,#N/A,5675.6229999999996,21391.9,25930.3,27015.200000000001,27157.3,25237.8,18375.900000000001,17836.2,17778.599999999999,17788.400000000001,17323.3,18531.599999999999,21256.6,23026.7,25300.5,27457.5,28461.599999999999,29917.9,29725.200000000001,30938,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,LTR AU Equity,LIONTOWN RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.8E-3,15.222099999999999,8.4863,2.9081999999999999,4.2725999999999997,3.3984999999999999,5.3287000000000004,5.2804000000000002,5.39,6.1279000000000003,0.96760000000000002,1.643,4.4134000000000002,3.8771,7.3406000000000002,15.3896,487.05799999999999,655.15599999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,BKW AU Equity,BRICKWORKS LTD,AUD,672.70399999999995,707.22900000000004,1297.202,1569.3030000000001,1630.2270000000001,1856.664,1914.6479999999999,2135.2719999999999,2264.2689999999998,2278.4859999999999,2260.9940000000001,2370.7959999999998,2468.6,2518.5169999999998,2517.2109999999998,2719.9029999999998,2875.1370000000002,3092.9839999999999,3831.7820000000002,4025.8330000000001,5572.12,6137.6880000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,CIA AU Equity,CHAMPION IRON LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.1,4.2118000000000002,3.2951000000000001,0.49909999999999999,0.38300000000000001,0.90780000000000005,1.0712999999999999,11.6867,124.8942,96.669200000000004,85.890299999999996,170.3022,405.50819999999999,708.38850000000002,1019.6022,1563.0455999999999,2126.0391,2555.7503999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PMV AU Equity,PREMIER INVESTMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1386.4960000000001,1442.8009999999999,1461.9680000000001,1499.556,1562.0139999999999,1595.9390000000001,1648.8030000000001,1662.883,1736.691,1751.414,1768.723,2202.5320000000002,2281.2220000000002,2304.7339999999999,2518.1289999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,MTS AU Equity,METCASH LTD,AUD,1246.9188999999999,1391.521,1488.6980000000001,1695.982,3156.2330000000002,3138.886,3143.6,3286.5,3639,3799.9,4027.6,4133.3,4203.7,3766.9,3348.1,3931.8,3655.2,3666.6,4695.6000000000004,4846.8,5200.8999999999996,5379.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,BPT AU Equity,BEACH ENERGY LTD,AUD,58.399000000000001,71.055000000000007,117.96899999999999,154.27699999999999,384.995,1437.08,1733.818,1704.7760000000001,1677.008,1587.8340000000001,2148.1930000000002,2404.788,2654.652,1836.4,1625.5,1893.1,4076.8,3913.9,4215.2,4679.2,5102.1000000000004,5894.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,NHF AU Equity,NIB HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,424.14600000000002,494.048,565.76700000000005,536.52499999999998,587.98199999999997,639.25,617.84500000000003,712.31700000000001,798.10400000000004,837.10799999999995,1039.021,1136.0999999999999,1447.5,1554.1,1677.8,1702.8,1880.4,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,SMR AU Equity,STANMORE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.5199,35.7438,71.793999999999997,90.058000000000007,71.274000000000001,59.302999999999997,112.274,163.10300000000001,168.089,306.99200000000002,294.76900000000001,443.452,4862.5897999999997,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,BOQ AU Equity,BANK OF QUEENSLAND LTD,AUD,5280.2169999999996,7203.8,9927.6,13650.6,16095.3,20037.3,29883.200000000001,34012,38597.800000000003,39900.800000000003,41758,42528.3,46905,48018,50853,51658,52980,55597,56772,91439,99913,105352,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,APE AU Equity,EAGERS AUTOMOTIVE LTD,AUD,248.154,309.09699999999998,374.053,423.07799999999997,533.327,719.86400000000003,738.13099999999997,736.69500000000005,899.72799999999995,931.76,1178.078,1216.865,1357.998,1489.41,1754.4349999999999,1824.771,1999.3489999999999,4858.1459999999997,4033.6509999999998,3730.9450000000002,4120.2370000000001,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ORA AU Equity,ORORA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2430.8000000000002,2754,2937,3129.9,3363.2,3617.1,3918.2,2498.1999999999998,2324.6,2708.8,2801.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,NIC AU Equity,NICKEL INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.725999999999999,36.389499999999998,107.413,1277.7571,1604.7270000000001,2477.1455999999998,3919.2251999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,NWL AU Equity,NETWEALTH GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.762,60.16,63.494999999999997,78.751000000000005,81.424999999999997,111.892,131.11699999999999,136.20400000000001,161.88499999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ILU AU Equity,ILUKA RESOURCES LTD,AUD,1721.5,1741,1842,1864.5,1864.5,1868,2058.1,2098.4,1939.9,2453.8000000000002,2426.6,2368.6999999999998,2173.4,2103.3000000000002,2442.3000000000002,1947,2211.9,1894.4,2363.9,2636.2,3001.8,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,BRG AU Equity,BREVILLE GROUP LTD,AUD,243.465,248.71100000000001,278.8,282.85599999999999,288.90600000000001,275.79500000000002,251.49199999999999,236.29,238.80199999999999,243.15,278.71600000000001,332.56599999999997,336.262,361.27199999999999,369.96699999999998,418.43200000000002,445.34899999999999,509.767,632.84699999999998,770.64,1179.152,1374.8520000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,NEC AU Equity,NINE ENTERTAINMENT CO HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2989.0279999999998,3167.5929999999998,2420.3000000000002,2148.04,1901.5609999999999,1853.625,4409.058,3673.82,3911.1840000000002,4140.299,4015.6289999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,SUL AU Equity,SUPER RETAIL GROUP LTD,AUD,#N/A,#N/A,201.43799999999999,248.81,269.49700000000001,314.608,385.15600000000001,437.77100000000002,522.24599999999998,572.048,1385.4,1465.1,1574.8,1583.1,1569.5,1558.6,1762.6,1779,2775.1,2982.8,2919.3,3102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,AUB AU Equity,AUB GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,195.024,211.626,253.29400000000001,307.70100000000002,325.34399999999999,367.327,407.13900000000001,564.06399999999996,626.48099999999999,675.005,721.101,754.36199999999997,781.14099999999996,855.92600000000004,1020.354,1146.1179999999999,1640.482,3884.3180000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,CRN AU Equity,CORONADO GLOBAL RESOURCE-CDI,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1455.3027999999999,1218.3716999999999,3137.2483000000002,3153.2658999999999,2792.4045000000001,3382.4542999999999,3739.4441999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,AMP AU Equity,AMP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,147684,32153,32339,34938,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,TLX AU Equity,TELIX PHARMACEUTICALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.093699999999998,76.708100000000002,102.608,157.821,109.813,255.35300000000001,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PDN AU Equity,PALADIN ENERGY LTD,AUD,5.6539999999999999,5.7359999999999998,15.445499999999999,59.6417,215.96119999999999,2421.3622,2678.5453000000002,1812.3839,2334.5931,2244.3510999999999,2293.7957999999999,2014.8009999999999,1661.3964000000001,1427.0887,1062.3271,571.69050000000004,553.99109999999996,534.4402,528.88099999999997,481.74340000000001,695.88250000000005,709.32219999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,SFR AU Equity,SANDFIRE RESOURCES LTD,AUD,#N/A,#N/A,4.1150000000000002,2.2277999999999998,4.8851000000000004,6.4,8.7622999999999998,3.2174,60.055,172.64599999999999,529.65,564.39300000000003,553.702,594.73800000000006,558.75300000000004,575.90899999999999,670.89800000000002,735.85,894.01300000000003,1160.3400999999999,4831.9835000000003,4609.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,NSR AU Equity,NATIONAL STORAGE REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,218.4991,416.59699999999998,630.91499999999996,899.72699999999998,1437.325,1709.9490000000001,2392.3130000000001,2640.3339999999998,3251.873,4053.9810000000002,4582.0360000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,CSR AU Equity,CSR LTD,AUD,7950.7002000000002,2735.5,2349.9,2380.1,3063.2,2938,4099.2,4188.3999999999996,3874.6,2258.1999999999998,2245.5,2032.7,2008.3,2119.3000000000002,2215.8000000000002,2097.1,2136,1991.1,2404.5,2176.8000000000002,2447,2231.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ANN AU Equity,ANSELL LTD,AUD,1832.7,1578.8,1499.4,1241.3,1762.0907999999999,1470.5328999999999,1208.5902000000001,1624.8915999999999,1532.5381,1135.6676,1317.3425,1835.4,2504.1383999999998,3083.0306,3075.8694999999998,3191.5864000000001,3411.5499,3390.2438999999999,3537.8809999999999,3651.7274000000002,3625.8681000000001,3794.5718999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,DOW AU Equity,DOWNER EDI LTD,AUD,1829.6659999999999,2032.7460000000001,2119.1370000000002,2360.3969999999999,2759.877,3180.027,3183.2759999999998,3383.0889999999999,3456,3710.6660000000002,4111.3419999999996,4239.7839999999997,3868.4,4004.4,4200.3,7455.4,7788.2,8015.4,8647,8072.1,7429.2,7314.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,DRR AU Equity,DETERRA ROYALTIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.093000000000004,152.29,113.473,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,HUB AU Equity,HUB24 LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.8023,7.9782999999999999,3.8656999999999999,18.973500000000001,22.637699999999999,54.590299999999999,31.191199999999998,19.194299999999998,21.677,28.072199999999999,28.848700000000001,63.112000000000002,72.421899999999994,77.521799999999999,97.817499999999995,229.0188,547.71799999999996,596.68100000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,CTD AU Equity,CORPORATE TRAVEL MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.143999999999998,58.713999999999999,83.614000000000004,115.968,247.76499999999999,440.40800000000002,572.005,740.15499999999997,804.84100000000001,1003.849,763.51700000000005,1135.748,1509.0039999999999,1722.8510000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SGM AU Equity,SIMS LTD,AUD,618.74300000000005,588.39300000000003,721.15800000000002,898.32899999999995,1937.8389999999999,2199.078,4646.4759999999997,3808.56,4239.7,4179.8,3509,2917.4,2649.4,2881.8,2570.9,2743,3201.8,3185.4,3206.1,3747.8,4439.5,4705.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,ARB AU Equity,ARB CORP LTD,AUD,52.978000000000002,58.625,72.035200000000003,92.138999999999996,90.025000000000006,101.875,114.16,120.128,149.23599999999999,164.624,188.108,219.05099999999999,241.76400000000001,269.86900000000003,291.80799999999999,323.24299999999999,364.65600000000001,399.09899999999999,486.51900000000001,658.26199999999994,704.20799999999997,724.79300000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,VNT AU Equity,VENTIA SERVICES GROUP PTY LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1590.5809999999999,1715.279,2973.547,2681.4,2859,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,WEB AU Equity,WEBJET LTD,AUD,2.4809999999999999,2.75,3.0023,8.0913000000000004,28.363,25.937000000000001,37.029000000000003,41.289000000000001,51.472000000000001,54.823999999999998,53.79,137.45599999999999,129.21799999999999,202.822,385.80200000000002,492.81900000000002,1083.7,1521.7,1215.5,1180,1405.8,1588.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PRU AU Equity,PERSEUS MINING LTD,AUD,#N/A,#N/A,2.5346000000000002,5.5457999999999998,14.125400000000001,27.112300000000001,65.7928,145.90280000000001,346.79259999999999,382.59809999999999,528.97050000000002,590.38,562.02200000000005,697.82600000000002,943.07500000000005,858.70399999999995,963.18799999999999,969.28300000000002,1295.7149999999999,1409.598,1988.6880000000001,2422.0390000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,RGN AU Equity,REGION RE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1531.2,1672.9,2021,2258.6999999999998,2547.1,2704,3372.2,3589.7,4208.8999999999996,4695,4622,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,AWC AU Equity,ALUMINA LTD,AUD,19612.732599999999,2391.7840999999999,2328.7775999999999,2744.6837999999998,2990.7395999999999,3066.7275,5532.2831999999999,4350.3006999999998,3462.5158999999999,3267.0891999999999,3189.2516999999998,3320.2644,3114.7581,2895.3361,2934.4603000000002,2999.1039000000001,3187.7040999999999,2639.2368999999999,2335.1963000000001,2411.2959000000001,2438.3341,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,HDN AU Equity,HOMECO DAILY NEEDS REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1390.4,4856.2,4825.3999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,CLW AU Equity,CHARTER HALL LONG WALE REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1192.7,1395.02,1905.0820000000001,3086.4929999999999,4687.3890000000001,6482.0330000000004,6203.4530000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PPT AU Equity,PERPETUAL LTD,AUD,431.53899999999999,431.17099999999999,455.42099999999999,442.09300000000002,1277.7270000000001,2153.2310000000002,2370.1419999999998,2270.3960000000002,1940.816,1614.021,1252.5619999999999,1004.3680000000001,1121.038,1123.33,1153.309,1171.5450000000001,1245.479,1152.268,1169.1500000000001,1616.9,1746.5,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,DEG AU Equity,DE GREY MINING LTD,AUD,8.641,7.9249999999999998,11.566800000000001,11.5023,5.0678999999999998,7.8681999999999999,6.4040999999999997,3.0905,2.6316000000000002,1.5848,2.5636000000000001,0.37440000000000001,0.71870000000000001,0.36930000000000002,1.2644,2.2002999999999999,24.3292,33.630200000000002,79.765199999999993,196.90440000000001,311.60750000000002,445.60210000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,DHG AU Equity,DOMAIN HOLDINGS AUSTRALIA LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,337.78500000000003,1685.0630000000001,1476.424,1273.1389999999999,1298.3440000000001,1545.4829999999999,1490.124,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,BWP AU Equity,BWP TRUST,AUD,348.71699999999998,471.565,575.34199999999998,656.82899999999995,731.61199999999997,963.38499999999999,979.94899999999996,999.89599999999996,1026.394,1242.1289999999999,1335.1659999999999,1398.6890000000001,1837.3720000000001,2017.95,2200.4920000000002,2312.77,2369.529,2382.3220000000001,2552.5770000000002,2674.6039999999998,3021.9169999999999,2960.192,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,GOR AU Equity,GOLD ROAD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,8.5953999999999997,9.1898,6.1620999999999997,6.0629999999999997,7.2122999999999999,22.541699999999999,43.356299999999997,27.120999999999999,38.813899999999997,96.147599999999997,162.84389999999999,426.07600000000002,495.34800000000001,607.02800000000002,627.11800000000005,652.39400000000001,1029.8330000000001,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PXA AU Equity,PEXA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1613.116,1662.261,1683.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,APM AU Equity,APM HUMAN SERVICES INTERNATI,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2172.6039999999998,2678.527,3146.8150000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,LOV AU Equity,LOVISA HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.198,36.991,42.640999999999998,50.695,72.820999999999998,99.215000000000003,260.02,298.25,369.28500000000003,518.40300000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,RMS AU Equity,RAMELIUS RESOURCES LTD,AUD,#N/A,#N/A,5.5323000000000002,5.0023,9.0664999999999996,30.042400000000001,41.893500000000003,71.7667,130.73390000000001,219.208,284.488,234.61500000000001,133.571,157.15299999999999,194.24600000000001,235.33199999999999,295.904,396.56900000000002,754.94200000000001,846.298,951.80799999999999,1171.886,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,DDR AU Equity,DICKER DATA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,48.728400000000001,55.466200000000001,79.768900000000002,82.572100000000006,121.0886,127.47799999999999,135.148,322.185,358.27,365.70100000000002,384.29599999999999,428.99900000000002,507.54,581.94500000000005,854.12300000000005,1066.749,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,BAP AU Equity,BAPCOR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107.0393,196.18190000000001,265.45,240.328,354.21,683.42200000000003,1336.6990000000001,1227.5170000000001,1353.306,1679.9670000000001,1789.1669999999999,1991.575,2092.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,IVC AU Equity,INVOCARE LTD,AUD,295.935,291.06700000000001,269.024,273.32299999999998,309.714,332.36900000000003,340.38,607.79200000000003,635.45600000000002,806.41700000000003,862.15,916.56700000000001,965.25300000000004,1008.609,1085.191,1184.5609999999999,1356.319,1600.7629999999999,1742.5039999999999,1757.114,1737.2380000000001,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
