Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021
92,IFL AU Equity,IOOF HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,304.4906,420.263,537.6074,649.5605,347.3048,952.438,1378.6313,1530.5635,1403.8275,1702.2352,1941.7188,2691.624,2347.536,2936.6419,3151.8134,1808.6669,1723.0543,#N/A
93,APX AU Equity,APPEN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,158.862,275.9924,879.2388,1367.6735,2720.0802,#N/A,#N/A
94,WHC AU Equity,WHITEHAVEN COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,675.07,1751.8755,1278.6507,2369.5203,2878.9516,4204.7385,2359.0939,1471.9656,1349.2503,1102.9993,2944.7517,5930.5452,3755.3279,1467.2456,#N/A
95,PTM AU Equity,PLATINUM ASSET MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4162.62,1744.71,2311.32,2627.1086,2312.7538,2183.6437,3162.4586,3656.1168,4388.3582,3375.863,2716.3233,3379.2705,2845.3927,2188.3123,#N/A
96,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,373.33,264.1276,194.0264,108.951,167.2754,155.6989,201.7281,363.144,270.4774,243.209,294.2974,324.616,416.8443,629.8542,981.9727,1192.8362,1860.9719,1583.5207,1764.9124,2281.1646,#N/A,#N/A
97,APE AU Equity,AP EAGERS LTD,AUD,56.7136,62.716,83.3406,141.6434,150.154,167.4378,263.6635,461.9404,183.0677,358.3758,393.2214,370.0549,747.6071,875.6797,1067.5464,2337.7373,1756.3437,1522.3376,1147.8558,2630.995,#N/A,#N/A
98,MTS AU Equity,METCASH LTD,AUD,212.8412,358.9643,1444.035,1368.7254,1579.1672,1363.3908,3439.6102,3995.0056,3227.4247,3181.9356,3108.5148,3121.5458,3054.5296,3602.0826,2469.5798,1230.0742,1633.9099,2097.63,3512.3108,2609.5669,2530.835,#N/A
99,PME AU Equity,PRO MEDICUS LTD,AUD,#N/A,95,128.5502,84,61,97,135.027,135.027,115.322,69.1932,45.6274,17.549,30.079,41.6093,88.2318,215.5663,482.2969,546.1541,829.0198,2620.4617,2750.4332,#N/A
100,IRE AU Equity,IRESS LTD,AUD,241,215.8278,202.31,254.0148,425.956,491.4855,784.148,948.8189,627.7513,1063.44,1098.922,880.1988,1059.2312,1478.0302,1680.2705,1578.57,1994.4449,1963.3079,1902.2762,2249.1653,#N/A,#N/A
101,BRG AU Equity,BREVILLE GROUP LTD,AUD,55.44,59.04,216.2297,235.1861,252.2429,192.5023,170.3668,375.0529,135.9911,119.1541,277.1628,428.9846,569.8175,918.473,1055.0731,807.8919,974.414,1359.4961,1511.7076,2128.3595,3107.7443,#N/A
102,NXT AU Equity,NEXTDC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195.4354,305.3781,463.7088,329.3284,461.0065,856.1114,1281.7304,2587.426,2230.3217,4495.8591,#N/A
103,ABC AU Equity,ADELAIDE BRIGHTON LTD,AUD,189.3636,355.0567,633.4216,812.7915,1842.3274,1138.5225,1523.4515,1889.635,1160.2259,1743.8987,2095.9383,1838.8429,1988.649,2343.136,2314.3156,3082.2073,3527.6218,4239.7767,2778.1073,2254.962,#N/A,#N/A
104,CSR AU Equity,CSR LTD,AUD,3588.4386,5021.0749,6167.146,1511.4688,1781.9069,2252.3385,4069.1671,2988.1063,3144.7252,1543.271,2507.1939,1659.681,910.8006,1042.3606,1776.0611,2039.1813,1668.811,2275.2087,2612.3166,1666.8443,1538.6634,#N/A
105,CTD AU Equity,CORPORATE TRAVEL MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.2215,144.9211,320.1329,577.0987,1000.0015,1373.1033,2413.7755,2896.7608,2441.0689,1056.2192,#N/A
106,RRL AU Equity,REGIS RESOURCES LTD,AUD,276.1861,31.5756,7.1594,4.3364,9.7603,32.5761,79.7805,128.765,31.3168,124.261,353.3317,1071.541,1771.3395,1427.9056,819.5802,539.7635,1709.5007,1893.8556,2582.7226,2681.5483,2271.4569,#N/A
107,NUF AU Equity,NUFARM LTD,AUD,524.8104,440.4561,520.2215,684.063,1033.3017,1722.1695,1509.1318,2246.6664,3132.1173,2363.7834,999.9833,1136.3552,1433.9181,1183.2932,1148.4941,2046.3205,2201.6462,2258.218,2343.0906,1852.6399,1526.3727,#N/A
108,EVT AU Equity,EVENT HOSPITALITY AND ENTERT,AUD,324.5164,243.3873,299.5536,295.8092,420.6247,539.8865,614.3408,826.1523,628.8928,560.7037,907.4223,914.3327,1017.7998,1305.8572,1474.007,1982.6603,2306.3831,2132.367,2149.9064,2012.4004,1355.6543,#N/A
109,SGM AU Equity,SIMS LTD,AUD,470.933,509.8211,611.006,815.3464,1043.8465,1351.7175,2490.089,3335.0691,7521.5826,4830.8529,3488.4086,3625.2026,1968.2894,1687.5955,1980.5408,2134.6921,1545.898,3008.0142,3258.8122,2201.6573,1595.6547,#N/A
110,DHG AU Equity,DOMAIN HOLDINGS AUSTRALIA LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1869.1932,1854.1874,1957.2834,#N/A
111,SUL AU Equity,SUPER RETAIL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,307.5816,169.2231,457.6474,253.7785,394.5296,688.6744,897.1293,1410.3399,2351.7796,1668.2841,1852.0874,1741.0757,1617.3682,1597.6442,1624.4683,1788.3393,#N/A
112,PPT AU Equity,PERPETUAL LTD,AUD,958.4488,1534.275,1626.8109,1161.9029,1796.7172,2303.9537,2980.3377,3234.101,1794.3135,1123.6932,1133.0714,1022.6652,872.6346,1372.755,2086.9454,2180.8814,1834.4383,2560.6642,1914.1765,1952.5699,1386.0266,#N/A
113,NAN AU Equity,NANOSONICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,124.3643,39.0167,78.5132,119.6491,176.3253,132.5913,158.5032,208.4208,480.9485,648.0966,756.2417,945.9304,1685.8161,2050.1163,#N/A
114,SBM AU Equity,ST BARBARA LTD,AUD,25.1724,35.7237,65.5504,16.6221,27.5592,56.6533,467.0526,409.9122,422.8247,343.6046,683.4339,636.5781,574.5781,219.6333,56.1285,282.2084,1460.5524,1447.2335,2494.8968,2045.222,2214.748,#N/A
115,BIN AU Equity,BINGO INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,645.65,1111.8877,1483.56,1405.6366,#N/A
116,BAP AU Equity,BAPCOR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.8023,746.8552,1357.1326,1528.5976,1835.6031,1581.8217,2002.5338,#N/A
117,VOC AU Equity,VOCUS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8861,4.8861,4.8861,4.457,30.6414,146.0938,113.2063,160.0692,442.3698,608.8039,4449.0792,2089.339,1432.4976,2028.1886,1829.7115,#N/A
118,WEB AU Equity,WEBJET LTD,AUD,12.3892,5.5572,13.0087,5.9049,5.631,39.4698,96.5174,93.586,101.062,99.0875,144.4992,151.2511,240.2028,353.3209,192.1431,240.3899,649.1243,1211.6606,1593.474,1844.1737,1125.4884,#N/A
119,IPH AU Equity,IPH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,763.1778,1212.6309,920.1049,878.17,1472.1681,1580.2398,#N/A
120,TYR AU Equity,TYRO PAYMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1748.2366,#N/A
121,GNC AU Equity,GRAINCORP LTD-A,AUD,925.066,426.5016,391.5034,535.3577,509.0431,462.1813,455.1257,567.8042,482.5788,863.7575,1430.636,1423.9317,1884.0149,2815.3321,1954.2347,2069.4794,1795.1826,1864.1233,1804.9266,1810.233,#N/A,#N/A
122,HLS AU Equity,HEALIUS LTD,AUD,474.444,378.0732,395.5985,420.0381,586.3726,1082.5269,1465.9372,1592.2752,1929.694,2261.427,1749.263,1706.1506,1480.0652,2408.7472,2295.6964,2600.635,2059.6604,1898.0161,1821.267,1879.4155,1899.3662,#N/A
123,NHC AU Equity,NEW HOPE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,807.3116,996.6464,1025.5696,1721.8464,3792.4966,4360.177,3898.6109,4458.338,3379.7749,3123.4892,2492.7993,1587.2089,1329.6811,1329.7126,2651.3735,2086.4792,1089.5379,#N/A
124,CCP AU Equity,CREDIT CORP GROUP LTD,AUD,#N/A,14.0944,23.8965,28.4035,81.5229,115.366,294.2606,532.0611,34.139,53.3309,118.8924,214.7523,263.8561,431.7702,401.3484,563.4345,564.3499,838.6216,862.1016,1456.4254,1048.7833,#N/A
125,HTA AU Equity,HUTCHISON TELECOMM (AUST),AUD,936.5025,454.6788,190.015,203.5875,244.3052,190.0151,159.477,143.2654,61.0763,1628.701,1343.6783,760.0605,407.1753,1153.6632,814.3505,1099.3732,1031.5107,882.2131,1492.9759,1628.701,#N/A,#N/A
126,LYC AU Equity,LYNAS CORP LTD,AUD,11.6689,11.6503,20.9635,25.0549,85.0113,33.6779,68.831,655.1844,842.3467,304.4815,902.247,3393.0211,1449.1995,735.3004,303.3759,114.6219,184.8872,386.163,1550.36,1716.2486,1352.9694,#N/A
127,MND AU Equity,MONADELPHOUS GROUP LTD,AUD,48.5257,36.8614,46.7645,70.6418,111.3843,270.8217,505.7241,1210.0754,1107.9324,1022.7865,1096.1076,1611.4136,1938.4208,1467.7758,1455.996,873.2293,699.0316,1314.0564,1417.2712,1773.6793,1022.38,#N/A
128,IVC AU Equity,INVOCARE LTD,AUD,#N/A,#N/A,#N/A,200.9867,318.26,406.0778,551.5723,701.1732,517.8312,622.3995,738.0738,838.4123,960.4973,1199.8568,1323.3567,1316.1278,1521.5192,1774.9573,1122.6485,1529.5124,#N/A,#N/A
129,MP1 AU Equity,MEGAPORT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133,201.1758,465.3226,879.6147,1851.3981,#N/A
130,GMA AU Equity,GENWORTH MORTGAGE INSURANCE,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2366,1794,1665.6237,1528.095,958.048,1505.6761,#N/A,#N/A
131,ARB AU Equity,ARB CORP LTD,AUD,57.3903,110.3638,173.4287,163.969,223.103,203.0235,209.68,286.2299,256.2756,236.306,413.1434,548.6835,659.5798,826.2868,887.318,1031.4055,1325.2759,1243.984,1811.4224,1450.9974,1432.9579,#N/A
132,EML AU Equity,EML PAYMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9167,8.2694,2.977,3.2065,5.6365,32.1975,6.2772,31.5636,79.7876,105.1862,307.8732,398.5204,350.208,742.8227,1201.4015,#N/A
133,BKL AU Equity,BLACKMORES LTD,AUD,86.2576,97.578,99.3794,95.6722,158.5049,205.5186,221.211,329.6975,265.3706,262.43,371.9049,447.0726,440.4687,457.2275,465.4843,1296.4719,2263.2132,1650.9213,2454.7932,1560.9738,1455.9425,#N/A
134,CUV AU Equity,CLINUVEL PHARMACEUTICALS LTD,AUD,#N/A,5.7897,9.5055,24.6888,105.2932,43.7067,68.4423,277.9768,93.9761,84.8816,68.2174,50.2817,55.0965,69.1728,72.0654,126.5356,203.3884,333.1919,526.5469,1648.9941,1267.3752,#N/A
135,FNP AU Equity,FREEDOM FOODS GROUP LTD,AUD,22.6644,11.3322,16.7896,20.0167,16.0175,17.794,22.6874,21.3731,27.3034,16.3981,21.6819,26.3488,46.7974,187.6943,415.7812,457.6897,737.001,964.5848,1642.695,1386.3487,#N/A,#N/A
136,Z1P AU Equity,ZIP CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.53,6.5988,5.2745,2.4007,0.6516,6.9019,149.7632,176.802,284.4797,1231.7768,1964.4769,#N/A
137,NWH AU Equity,NRW HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,489.8849,238.6619,246.1985,778.0976,842.2418,253.7783,256.567,51.5923,58.5642,207.5452,628.1976,943.4606,795.7675,#N/A
138,AVH AU Equity,AVITA MEDICAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
139,ASB AU Equity,AUSTAL LTD,AUD,356.5,160.829,252.7147,173.6208,241.14,350.3104,565.0831,708.7161,483.339,524.7143,411.8725,522.8336,304.8727,261.3608,443.5775,640.0738,421.5561,639.5349,652.595,1202.6408,1150.0314,#N/A
140,PRU AU Equity,PERSEUS MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,9.2254,42.6629,136.3849,207.4816,217.8737,961.4738,1115.1168,1135.746,199.2135,218.5624,226.4623,522.4197,299.6332,444.9754,605.3735,1529.3558,#N/A
141,CDA AU Equity,CODAN LTD,AUD,#N/A,#N/A,#N/A,#N/A,291.6818,226.8636,149.0823,152.3227,97.2273,105.0534,239.6531,196.9752,229.8044,268.043,131.8426,203.6227,209.1105,414.8731,534.57,621.9208,1276.1495,#N/A
142,LOV AU Equity,LOVISA HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,367.5,239.4,387.45,1228.6872,1192.9818,628.1177,#N/A
143,UOS AU Equity,UNITED OVERSEAS AUSTRALIA,AUD,34.4254,34.4254,18.1668,24.9549,94.9311,96.3968,144.1081,261.9193,114.5333,262.1259,314.2705,401.7316,428.1404,638.8819,586.1885,614.2036,820.9172,874.9589,970.7217,1302.5164,#N/A,#N/A
144,PNV AU Equity,POLYNOVO LTD,AUD,71.58,112.356,114.2877,115.9896,216.5901,152.0877,110.9805,39.0905,12.659,8.1396,8.6658,22.5311,20.7979,25.6104,43.9435,37.6658,156.4819,118.2403,352.0771,1018.0756,1679.1645,#N/A
145,VAH AU Equity,VIRGIN AUSTRALIA HOLDINGS LT,AUD,#N/A,#N/A,#N/A,#N/A,2425.8108,1645.8459,1578.8345,2562.5612,489.787,328.5135,645.7255,613.2,854.1,1091.1875,1506.419,1512.611,830.5985,1352.016,1856.448,1435.106,#N/A,#N/A
146,BVS AU Equity,BRAVURA SOLUTIONS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,342.7937,687.7299,1181.8101,1099.5426,#N/A
147,ING AU Equity,INGHAMS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1281.4196,1452.529,1494.152,1189.3747,#N/A
148,ZIM AU Equity,ZIMPLATS HOLDINGS LTD,AUD,17.9375,81.293,141.3792,372.3185,351.0843,303.5392,1157.1047,1463.872,1399.2894,828.8099,1130.1953,1345.4706,984.8845,915.9964,871.0323,756.9826,386.2467,531.1788,645.8259,888.0106,1118.3552,#N/A
149,CIA AU Equity,CHAMPION IRON LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.9775,2.7938,1.1175,1.1183,4.1535,6.3417,19.0154,110.0362,25.5655,39.7414,393.6529,486.9692,929.8152,706.2105,#N/A
150,GOR AU Equity,GOLD ROAD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.86,6.5205,6.646,20.5635,186.8852,74.103,19.5793,149.4715,291.1727,569.1202,613.9633,570.3739,1177.7285,#N/A,#N/A
151,SLR AU Equity,SILVER LAKE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.5569,105.8525,313.72,357.7657,618.942,225.534,256.6493,70.4528,259.4094,236.7426,302.3685,1026.8061,1874.068,#N/A
152,NEA AU Equity,NEARMAP LTD,AUD,#N/A,79.92,60.8335,53.5154,64.7482,8.9446,25.9744,43.1568,19.4292,21.6113,25.8445,23.5831,13.5684,85.6099,145.0588,209.7427,146.0609,234.5503,447.2125,1694.5007,1019.9797,#N/A
153,RSG AU Equity,RESOLUTE MINING LTD,AUD,#N/A,#N/A,132.2792,113.4795,219.7104,218.2111,400.8096,335.1596,540.5972,223.7191,414.1787,547.1376,858.5036,384.5965,394.3314,195.5627,842.4884,877.0095,874.9265,1137.9737,#N/A,#N/A
154,MSB AU Equity,MESOBLAST LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,40.2093,142.6027,217.5866,108.5231,113.0251,286.529,2424.9865,1755.6394,1659.6892,1417.6833,1253.9515,406.2136,883.4205,709.1267,730.3108,1897.8362,#N/A
155,DDR AU Equity,DICKER DATA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,49.335,100.883,192.358,259.8925,361.6135,479.4084,453.2145,1115.147,#N/A,#N/A
156,PRN AU Equity,PERENTI GLOBAL LTD,AUD,14.6496,5.45,17.2107,58.253,66.4898,75.2421,183.7786,342.4208,438.9837,158.1705,432.0033,997.8078,1041.0387,268.5584,266.997,121.7881,224.8396,573.0287,664.6324,1251.4137,810.2653,#N/A
157,MGX AU Equity,MOUNT GIBSON IRON LTD,AUD,#N/A,#N/A,22.4734,30.3074,49.5662,235.8527,327.6779,1055.6343,2507.9834,967.7057,1672.7206,1991.9301,933.7264,507.1217,752.5031,218.161,283.7327,361.8656,477.0047,1150.9371,705.9176,#N/A
158,NIC AU Equity,NICKEL MINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,633.0807,#N/A,#N/A
159,SSM AU Equity,SERVICE STREAM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,139.2045,187.0296,264.7623,173.389,76.437,65.1863,138.8753,99.1966,39.6786,71.4821,112.3813,282.6306,482.0495,535.8809,1128.5522,777.2895,#N/A
160,SFR AU Equity,SANDFIRE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,7.8,4.4867,18.5519,24.7417,23.1092,91.1295,421.2316,1053.164,1082.8615,796.8818,968.0868,901.9144,822.8093,891.6741,1451.6039,1067.4483,903.7343,#N/A
161,CKF AU Equity,COLLINS FOODS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104.16,172.98,185.07,222.27,373.86,557.818,623.1019,881.9932,816.0687,#N/A
162,MMS AU Equity,MCMILLAN SHAKESPEARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,51.7467,103.4,222.6184,356.119,166.1445,197.2122,317.4097,652.2237,880.8733,1205.7978,683.3848,980.7228,1138.1,1108.0891,1314.0554,1002.7885,745.7264,#N/A
163,AX1 AU Equity,ACCENT GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,16.0012,15.291,39.4533,47.6556,70.6067,122.017,140.5663,82.3065,133.2529,148.6444,545.226,693.7803,458.199,874.0235,741.9831,792.5751,#N/A
164,ELD AU Equity,ELDERS LTD,AUD,1105.611,1621.7672,836.2245,1095.8539,1041.4387,1207.1035,1513.9133,2045.0796,858.6002,233.462,260.1871,130.0936,112.1496,50.0515,91.5714,319.8664,440.636,552.2183,821.1541,895.2319,#N/A,#N/A
165,CGC AU Equity,COSTA GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,851.4096,1570.8576,2329.1414,1046.0671,#N/A,#N/A
166,COE AU Equity,COOPER ENERGY LTD,AUD,#N/A,#N/A,#N/A,8.877,23.2814,34.9221,74.3918,108.1905,117.3023,129.9071,108.2531,105.3274,145.6614,123.4125,166.2642,81.3167,93.565,433.4094,616.4154,875.6375,609.9926,#N/A
167,LIC AU Equity,LIFESTYLE COMMUNITIES LTD,AUD,245.6822,101.518,10.6712,3.9636,2.2889,2.8993,1.8809,70.1722,31.0373,18.4829,27.7244,41.5866,36.9738,77.9767,160.4521,251.2268,303.2563,423.4078,611.589,691.6067,988.9969,#N/A
168,GUD AU Equity,G.U.D. HOLDINGS LTD,AUD,121.2678,113.2148,206.6046,284.5547,544.1315,374.476,473.3377,550.0304,437.9623,385.9978,569.9071,628.7155,608.9097,427.3345,441.2436,752.1059,777.33,1106.8976,1220.3895,865.7246,997.7269,#N/A
169,PGH AU Equity,PACT GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1008.756,1378.5214,1789.4681,1792.4122,1752.1901,959.7421,753.346,#N/A
170,JIN AU Equity,JUMBO INTERACTIVE LTD,AUD,9.7041,2.0504,4.7368,2.3852,4.0278,18.6376,12.5824,12.1463,9.6821,9.2518,11.618500000000001,14.6286,44.5332,65.3288,57.0733,37.5722,57.284,134.7935,271.8713,1251.7937,598.0196,#N/A
171,BGA AU Equity,BEGA CHEESE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,242.3952,391.8143,741.438,660.771,863.733,1142.4594,1371.2576,1021.6485,954.2447,#N/A
172,SIQ AU Equity,SMARTGROUP CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.6406,518.4665,743.8444,1302.6226,1140.0008,895.0386,#N/A,#N/A
173,AUB AU Equity,AUB GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,157.5,218.0649,211.0468,198.4408,259.5827,347.083,388.6337,633.8239,646.9209,560.3102,644.8494,829.3657,867.0351,726.5511,1083.7387,#N/A
174,OML AU Equity,OOH!MEDIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,299.7651,707.4456,750.1109,738.6212,809.3115,882.2849,#N/A,#N/A
175,GWA AU Equity,GWA GROUP LTD,AUD,611.8863,651.5328,652.4611,750.0681,820.9938,812.6448,865.5223,1237.2597,700.4325,685.4437,906.32,829.1937,634.2126,735.6816,806.1844,636.0014,551.6513,831.4362,897.4232,902.7022,731.136,#N/A
176,GEM AU Equity,G8 EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.9,4.62,10.12,152.5663,106.8285,401.0592,948.9566,1474.8941,1330.9681,1373.2171,1520.5402,1288.7244,874.3362,#N/A,#N/A
177,TGR AU Equity,TASSAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,72.16,98.6793,128.6985,383.7926,350.3186,264.9845,203.319,205.5577,194.5849,358.4458,565.5171,489.1674,585.8701,647.2786,720.5146,874.4051,721.4591,#N/A
178,PNI AU Equity,PINNACLE INVESTMENT MANAGEME,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,290.4916,123.677,96.269,115.5085,68.7148,20.049,18.7819,62.5124,132.6381,161.141,434.4729,826.4729,743.1809,678.6776,#N/A
179,EOS AU Equity,ELECTRO OPTIC SYSTEMS HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,135.0255,169.1897,70.8168,28.423,23.3068,59.6882,76.742,31.2653,17.0538,23.8753,46.3294,84.7004,98.3435,171.0334,235.4545,839.0403,#N/A,#N/A
180,EOF AU Equity,ECOFIBRE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,245.5862,714.0519,#N/A
181,WSA AU Equity,WESTERN AREAS LTD,AUD,#N/A,7.1051,10.017,33.3131,106.5652,159.5925,285.0073,803.96,1727.4197,1055.0772,679.4017,1060.4418,729.7277,456.6776,1073.2723,753.0738,582.4887,574.5037,971.1418,537.5182,723.3817,#N/A
182,PSI AU Equity,PSC INSURANCE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,385.3966,510.5612,699.137,636.8185,729.0291,#N/A
183,RMS AU Equity,RAMELIUS RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,3.777,8.8524,14.4847,250.6168,119.4529,109.5999,129.6476,373.5908,162.9453,37.1525,29.349,53.9601,206.7269,237.0304,306.5352,476.9579,1603.8494,#N/A
184,SHV AU Equity,SELECT HARVESTS LTD,AUD,39.0606,55.1729,107.2132,173.375,256.9654,378.9705,516.995,449.3729,278.598,85.3609,137.6338,103.4576,73.8565,187.9035,298.1171,785.7938,491.4724,360.6735,657.0618,736.2147,#N/A,#N/A
185,OPT AU Equity,OPTHEA LTD,AUD,160.0298,115.3936,67.3027,62.5177,79.4267,47.1463,42.532,78.6458,35.3096,33.0266,22.621,26.9102,16.9686,11.4288,9.2403,27.3967,74.3519,150.4308,105.3015,167.108,615.478,#N/A
186,MOE AU Equity,MOELIS AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1029.932,696.5377,727.6003,#N/A,#N/A
187,HSN AU Equity,HANSEN TECHNOLOGIES LTD,AUD,144.0792,131.2722,27.6789,18.9467,23.5231,31.4353,19.4249,42.6849,59.5352,64.5017,87.4828,142.1394,145.4264,145.2675,203.9302,461.6318,606.5187,735.1198,619.4419,775.7806,576.8553,#N/A
188,IDX AU Equity,INTEGRAL DIAGNOSTICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208.9972,240.7733,438.0334,496.328,759.2678,#N/A
189,VRL AU Equity,VILLAGE ROADSHOW LTD,AUD,1075.4202,766.8333,585.2316,586.9928,620.1864,706.6101,629.3424,458.7297,279.1998,188.7739,251.2796,619.4673,482.706,905.8294,1173.9494,1015.8519,842.5739,655.4115,373.8966,547.6891,419.7939,#N/A
