Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,,
40,ORI AU Equity,ORICA LTD,AUD,123.3,-206.6,229.9,113.6,353.5,211.5,120.5,513.4,567.3,507.4,503.9,663.4,423.8,609.9,586.2,-1403.8,354.9,399.4,-34.5,250.5,#N/A,#N/A,,,,,,,
41,NST AU Equity,NORTHERN STAR RESOURCES LTD,AUD,#N/A,#N/A,-0.0014,-0.102,-0.2075,-0.2653,-0.693,-1.5348000000000002,-0.0866,-4.6646,-1.2808,16.285,21.964,28.328,21.871,108.726,165.327,188.897,194.113,154.711,258.327,#N/A,,,,,,,
42,CWN AU Equity,CROWN RESORTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,310,368.4,137.006,-1197.904,292.293,335.855,513.325,395.787,655.763,378.307,943.576,1824.969,573.2,402.9,81.9,#N/A,,,,,,,
43,CCL AU Equity,COCA-COLA AMATIL LTD,AUD,206.2,449.1,209.4,194.5,277,320.5,313.6,367.6,385.6,449,497.3,591.8,458,80.6,272.8,403.4,257.3,460.3,414.5,383.8,#N/A,#N/A,,,,,,,
44,WOR AU Equity,WORLEY LTD,AUD,#N/A,#N/A,9.715,25.558,30.645,68.705,141.742,226.32,347.3,400.9,303,382.4,376.5,344.2,268.6,-39,48.6,56.2,75.7,164,188,#N/A,,,,,,,
45,SEK AU Equity,SEEK LTD,AUD,#N/A,#N/A,#N/A,5.821,13.835,20.447,34.157,55.515,76.28,55.301,89.521,96.714,137.458,308,198.4,315.2,399.4,362,90,198.4,-90.8,#N/A,,,,,,,
46,APT AU Equity,AFTERPAY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.5523,-9.6196,-8.975999999999999,-43.799,-22.857,#N/A,,,,,,,
47,BSL AU Equity,BLUESCOPE STEEL LTD,AUD,#N/A,#N/A,3.8,472.7,601.8,982,342.8,718.3,614.3,-79.1,133.8,-1046.1,-1026.3,-87.3,-1,174.9,618,761.7,1654.4,1015.1,128.3,#N/A,,,,,,,
48,WTC AU Equity,WISETECH GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.1,9.8,10.4,2.167,32.192,40.794,54.089,160.8,#N/A,,,,,,,
49,AWC AU Equity,ALUMINA LTD,AUD,1326.2781,544.2378,386.0282,364.8329,430.1179,414.178,678.6284,521.5544,201.1623,-30.3119,37.6919,122.6911,-53.7085,0.5183,-109.1158,117.6203,-40.6249,443.4426,851.0566,307.8988,#N/A,#N/A,,,,,,,
50,SVW AU Equity,SEVEN GROUP HOLDINGS LTD,AUD,79.971,8.794,69.877,60.018,93.633,83.71,107.677,1560.611,141.594,8.208,718.742,79.913,176.748,488.605,262.5,-359.1,184,16.4,405.2,202.9,118,#N/A,,,,,,,
51,AMP AU Equity,AMP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,
52,EVN AU Equity,EVOLUTION MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,-1.0111,-0.9406,-12.6068,-9.7302,-2.2917,-6.814,5.547,-2.303,37.313,-307.421,50.017,100.115,-24.349,217.607,263.388,218.188,301.552,#N/A,,,,,,,
53,REH AU Equity,REECE LTD,AUD,38.789,28.22,42.46,46.74,61.528,75.762,86.859,103.493,113.567,96.732,114.261,118.611,113.28,119.131,123.025,165.556,192.218,211.791,224.62,202.1,228.999,#N/A,,,,,,,
54,AST AU Equity,AUSNET SERVICES,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,136.904,161.246,151.024,146.9,209,252.9,255,273.5,178.3,22.6,489.3,255.1,291.4,253.9,290.7,#N/A,,,,,,,
55,TPM AU Equity,TPG TELECOM LTD,AUD,#N/A,-1.283,2.222,5.809,9.659,17.168,2.761,5.963,-18.933,17.661,55.726,78.162,90.964,149.165,171.7,224.1,384.6,415.7,397.5,175,#N/A,#N/A,,,,,,,
56,BPT AU Equity,BEACH ENERGY LTD,AUD,2.6310000000000002,3.614,2.863,7.895,9.568999999999999,16.376,43.988,103.762,63.732,260.398,33.118,-97.45,164.225,153.65,101.777,-514.1,-588.8,387.5,198.8,577.3,500.8,#N/A,,,,,,,
57,QUB AU Equity,QUBE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.324,65.459,-1.47,81.07,93.331,95.881,92.5,77.3,199,195.7,86.6,#N/A,,,,,,,
58,BLD AU Equity,BORAL LTD,AUD,105.8,153.7,192.8,283.8,370.5,357.1,340.2,298.1,242.2,142.2,-17.5,176.8,210.5,-269.3,106.1,243.4,245.5,245.7,424.1,194,-1133.1,#N/A,,,,,,,
59,SOL AU Equity,WASHINGTON H. SOUL PATTINSON,AUD,68.302,68.418,88.243,106.052,189.25,164.68,100.766,153.207,112.991,1851.887,291.092,558.25,189.31,134.252,155.588,75.554,129.459,391.354,373.131,359.269,874.455,#N/A,,,,,,,
60,IPL AU Equity,INCITEC PIVOT LTD,AUD,#N/A,#N/A,#N/A,-18.623,75.039,14.492,46.7,205.3,604.6,-221.4,412.2,467.3,508,367.7,248.2,398.9,129.4,321.6,210.8,152.1,#N/A,#N/A,,,,,,,
61,HVN AU Equity,HARVEY NORMAN HOLDINGS LTD,AUD,111.271,106.459,129.059,161.676,186.959,208.387,222.152,330.691,363.459,219.34,237.988,259.62,176.315,144.477,212.238,268.914,351.34,452.966,380.05,409.002,486.023,#N/A,,,,,,,
62,CGF AU Equity,CHALLENGER LTD,AUD,#N/A,#N/A,#N/A,#N/A,-235.445,119.6,129.9,227.4,-30.8,-104.3,285.8,292.5,166.7,461.3,369.7,327.9,329.9,398.2,323.8,310.7,-421.1,#N/A,,,,,,,
63,DOW AU Equity,DOWNER EDI LTD,AUD,41.025,45.516,56.431,66.572,86.255,123.29,-24.929,101.498,165.842,189.376,3.052,-46.282,107.515,203.986,216,210.2,180.6,181.5,71.1,276.3,-155.7,#N/A,,,,,,,
64,BEN AU Equity,BENDIGO AND ADELAIDE BANK,AUD,21.312,33.278,48.699,59.037,79.5,94.3,116.7,121.7,199,83.8,259.9,346.6,195,352.3,372.3,423.9,415.6,429.6,434.5,376.8,192.8,#N/A,,,,,,,
65,ALU AU Equity,ALTIUM LTD,AUD,12.7793,23.4835,2.253,-6.976,-88.02,-1.604,1.557,1.066,-3.1292,-1.141,-11.7613,-7.2282,5.894,1.3311,12.1659,111.0443,31.621,37.245,48.3824,73.9831,46.0643,#N/A,,,,,,,
66,DMP AU Equity,DOMINO'S PIZZA ENTERPRISES L,AUD,#N/A,#N/A,2.342,4.251,4.995,6.382,13.044,9.129,11.834,15.353,17.814,21.435,26.936,28.657,45.296,68.421,86.592,105.804,121.693,114.379,142.921,#N/A,,,,,,,
67,FLT AU Equity,FLIGHT CENTRE TRAVEL GROUP L,AUD,40.258,42.853,62.01,70.02,81.927,76.859,79.492,120.824,134.782,38.164,139.868,139.81,200.066,246.082,206.918,256.553,244.556,230.773,264.782,264.174,-662.109,#N/A,,,,,,,
68,ALQ AU Equity,ALS LTD,AUD,12.265,16.619,11.289,11.535,14.606,34.762,32.715,50.851,76.834,106.191,74.891,132.29,219,222.3,154.6,-171.7,-228.8,103.5,67.3,167.9,78,#N/A,,,,,,,
69,IEL AU Equity,IDP EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.195,27.987,31.476,39.914,41.511,51.481,66.311,67.809,#N/A,,,,,,,
70,JBH AU Equity,JB HI-FI LTD,AUD,#N/A,#N/A,6.17,8.593,13.806000000000001,20.567,26.846,41.376,65.085,94.438,118.652,109.695,104.641,116.632,128.447,136.511,152.181,172.4,233.2,249.8,302.3,#N/A,,,,,,,
71,SGR AU Equity,STAR ENTERTAINMENT GRP LTD/T,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,365,365,193.8,226,42.2,83.5,106.3,169.3,194.4,264.4,148.1,198,-94.6,#N/A,,,,,,,
72,CWY AU Equity,CLEANAWAY WASTE MANAGEMENT L,AUD,#N/A,#N/A,#N/A,1.557,9.554,31.534,48.07,114.302,195.567,-216.107,72.736,-280.52,32.2,-203.2,-208.6,-23.6,43.1,72.5,103.3,120.5,112.6,#N/A,,,,,,,
73,CAR AU Equity,CARSALES.COM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.8014,18.7308,30.675,43.235,58.26,71.589,83.516,96.272,107.167,114.076,113.014,183.614,132.165,121.835,#N/A,,,,,,,
74,ILU AU Equity,ILUKA RESOURCES LTD,AUD,109.2,115.2,110.9,87.3,106.3,-71.5,22.1,49.5,37.7,-105.3,36.1,541.8,363.2,18.5,-62.5,53.5,-224,-171.6,303.9,-299.7,#N/A,#N/A,,,,,,,
75,ORA AU Equity,ORORA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145,154,-58.7,-106.5,131.4,168.6,171.1,212.2,116.5,27.6,#N/A,,,,,,,
76,YAL AU Equity,YANCOAL AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.598,414.731,306.256,374.943,-832.07,-353.486,-291.2,-227.1,229,852,719,#N/A,#N/A,,,,,,,
77,ANN AU Equity,ANSELL LTD,AUD,-131.3311,-135.8,-113,52.5,72.6,56.2,118.7,104.1,105.6,126.4,122.7,125.9,133,140.8,48.3761,227.2612,192.3085,160.7757,181.4551,158.1965,238.8164,#N/A,,,,,,,
78,VEA AU Equity,VIVA ENERGY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159.8,1219.1,289.7,579.6,113.3,#N/A,#N/A,,,,,,,
79,IGO AU Equity,IGO LTD,AUD,#N/A,#N/A,-1.4889999999999999,1.3980000000000001,17.335,20.903,34.986,105.347,51.538,16.121,28.74,5.533,-285.292,18.288,48.579,76.779,-58.77,17.011,52.686,76.085,155.093,#N/A,,,,,,,
80,SAR AU Equity,SARACEN MINERAL HOLDINGS LTD,AUD,-0.055,-1.282,-1.654,-0.655,-0.4743,0.3317,2.1715,-0.1926,-1.8312,-10.0123,-25.429,47.652,18.71,-63.098,5.995,11.148,25.889,28.386,75.585,92.494,189.656,#N/A,,,,,,,
81,OZL AU Equity,OZ MINERALS LTD,AUD,-2.705,-2.1605,-9.685,11.368,-8.814,70.31,550.018,240.4,-326.8,31.3,539.3,265.3,152,-294.4,41.6,130.2,107.8,231.1,222.4,163.9,#N/A,#N/A,,,,,,,
82,BOQ AU Equity,BANK OF QUEENSLAND LTD,AUD,22.244,24.061,28.712,44.7,173.1,89.9,180.8,129.8,138.7,141.1,181.9,158.7,-17.1,185.8,261,318,338,352,336,298,115,#N/A,,,,,,,
83,RWC AU Equity,RELIANCE WORLDWIDE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.6815,35.3211,46.6706,46.6706,65.612,65.991,133.017,89.441,#N/A,,,,,,,
84,LNK AU Equity,LINK ADMINISTRATION HOLDINGS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.153,-25.188,3.306,42.456,85.168,143.572,317.14,-113.898,#N/A,,,,,,,
85,MIN AU Equity,MINERAL RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.167,47.095,44.308,97.185,150.493,242.239,180.418,230.536,12.544,-26.079,200.965,271.848,164.988,1002.2,#N/A,,,,,,,
86,NEC AU Equity,NINE ENTERTAINMENT CO HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1200.817,26.985,-597.624,33.223,-203.438,209.666,216.566,-508.778,#N/A,,,,,,,
87,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.9,6.174,-13.267,27.442,48.005,81.118,78.187,90.351,121.834,-32.751,#N/A,,,,,,,
88,PMV AU Equity,PREMIER INVESTMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82.749,79.633,40.517,68.248,174.473,73,88.102,103.874,105.136,83.638,106.807,137.753,#N/A,,,,,,,
89,NHF AU Equity,NIB HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.447,50.814,0.35,23.786,61.525,65.463,67.64,67.157,69.776,75.261,91.831,120.2,133.5,149.3,89.2,#N/A,,,,,,,
90,BKW AU Equity,BRICKWORKS LTD,AUD,43.007,60.005,51.927,72.689,157.374,142.925,102.202,107.533,101.478,305.215,138.79,142.551,43.304,85.165,102.755,78.09,78.19,186.21,178.756,196.895,315.391,#N/A,,,,,,,
91,PDL AU Equity,PENDAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.274000000000001,12.689,21.833,16.897,21.398,51.245,121.504,126.418,142.026,147.455,201.969,154.477,#N/A,#N/A,,,,,,,
92,IFL AU Equity,IOOF HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,26.576999999999998,41.576,16.635,24.408,24.514,26.054,14.854,80.785,100.779,19.699,80.432,103.378,134.958,140.542,119.851,105.358,-29.993,58.629,#N/A,,,,,,,
93,APX AU Equity,APPEN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1.585,1.615,8.308,10.489,14.282,41.728,41.611,#N/A,#N/A,,,,,,,
94,WHC AU Equity,WHITEHAVEN COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.697,24.095,51.854,244.212,114.884,9.946,62.539,-88.675,-38.385,-342.725,20.488,405.367,524.51,527.898,30.036,#N/A,,,,,,,
95,PTM AU Equity,PLATINUM ASSET MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,211.318,186.173,161.952,126.145,136.852,150.059,126.378,129.112,189.867,213.499,199.87,192.647,191.594,158.336,155.611,#N/A,,,,,,,
96,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,5.75,7.767,8.755,7.03,9.479,10.597,12.314,14.781,17.229,15.684,17.813,20.326,23.559,26.984,30.967,35.785,41.344,44.494,21.691,58.459,#N/A,#N/A,,,,,,,
97,APE AU Equity,AP EAGERS LTD,AUD,4.292,6.251,8.562,10.498,12.619,13.298,25.787,28.612,14.541,36.588,31.637,40.289,55.551,63.962,76.69,87.015,105.526,98.173,97.496,-80.48,#N/A,#N/A,,,,,,,
98,MTS AU Equity,METCASH LTD,AUD,1.053,32.705,57.71,81.318,101.752,126.843,81.178,158.575,197.5,203.2,230.3,250.8,125.4,269,181.2,-402.2,180,173.7,-145.4,195.1,-55.2,#N/A,,,,,,,
99,PME AU Equity,PRO MEDICUS LTD,AUD,3.291,4.086,4.296,4.546,4.423,5.493,6.115,7.052,7.933,5.018,3.92,-0.69,0.756,-3.477,1.509,3.217,6.368,9.321,9.965,19.125,23.076,#N/A,,,,,,,
100,IRE AU Equity,IRESS LTD,AUD,9.655,12.174,9.771,15.609,12.986,19.625,24.26,25.477,35.623,42.807,50.479,41.341,39.228,24.241,50.671,55.385,59.452,59.755,64.096,65.128,#N/A,#N/A,,,,,,,
101,BRG AU Equity,BREVILLE GROUP LTD,AUD,8.918,7.54,16.353,20.945,22.858,14.622,21.52,16.848,20.894,11.755,22.584,31.735,45.982,49.732,48.765,46.68,50.172,53.834,58.519,67.385,66.201,#N/A,,,,,,,
102,NXT AU Equity,NEXTDC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10.614,-2.22,-22.906,-10.254,1.756,22.999,6.639,-9.818999999999999,-45.174,#N/A,,,,,,,
103,ABC AU Equity,ADELAIDE BRIGHTON LTD,AUD,35.89,30.596,50.708,58.567,93.147,90.954,102.6,113.9,120.8,123.2,151.4,148.4,152.9,151.1,172.6,207.8,186.2,182.8,185.2,47.2,#N/A,#N/A,,,,,,,
