Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,,
44,WOR AU Equity,WORLEY LTD,AUD,#N/A,#N/A,19.468,23.202,29.34,90.726,188.912,291.327,475.3,561.2,373,508.4,510.3,503.6,410.2,76.3,131.2,126,254.1,269,395,#N/A,,,,,,,
45,SEK AU Equity,SEEK LTD,AUD,#N/A,#N/A,#N/A,5.508,13.442,28.28,46.829,77.627,104.862,88.478,113.366,123.67,176.883,354.9,256,370,566.2,459,438.4,342.7,257.8,#N/A,,,,,,,
46,APT AU Equity,AFTERPAY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.8589,-13.9931,-1.5,-31.696,-4.559,#N/A,,,,,,,
47,BSL AU Equity,BLUESCOPE STEEL LTD,AUD,#N/A,#N/A,1.1,606.6,724.8,1258.5,496.3,868.4,1053.8,31.9,171.7,-1089.5,-904.5,-36.5,59.6,176,771.7,1015.3,1451,1312.5,311.6,#N/A,,,,,,,
48,WTC AU Equity,WISETECH GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9,13.1,14.1,4.639,41.497,58.363,80.249,80.5,#N/A,,,,,,,
49,AWC AU Equity,ALUMINA LTD,AUD,1103.7066,536.5016,384.1873,356.5168,-11.8269,-13.386,-14.2072,-16.2538,-22.511,-13.4293,-16.0136,-16.7658,-18.3536,124.2851,-13.3203,-15.8514,-34.5715,-17.7481,-15.5371,-17.4092,#N/A,#N/A,,,,,,,
50,SVW AU Equity,SEVEN GROUP HOLDINGS LTD,AUD,137.836,135.247,143.578,150.816,153.739,108.018,211.158,177.699,-94.089,1099.855,723.337,-91.77,37.406,563.433,218.5,-287.7,148.6,269.1,334.4,422.1,292.4,#N/A,,,,,,,
51,AMP AU Equity,AMP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,
52,EVN AU Equity,EVOLUTION MINING LTD,AUD,#N/A,#N/A,#N/A,-0.5676,-1.0653,-1.3133,-8.4417,-10.2258,-2.4815,-6.994,-5.205,7.582,70.218,-306.257,64.137,114,20.867,270.959,360.38,330.304,426.311,#N/A,,,,,,,
53,REH AU Equity,REECE LTD,AUD,59.677,42.269,59.542,66.418,86.989,106.985,122.453,149.271,164.181,148.73,160.109,170.326,158.643,158.219,185.959,236.053,298.087,307.882,322.551,354.736,408.107,#N/A,,,,,,,
54,AST AU Equity,AUSNET SERVICES,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,341.65,428.07,431.582,457.2,543.8,605.2,613.3,651.2,647.7,668,750.2,647.4,700.5,677.8,732.1,#N/A,,,,,,,
55,TPM AU Equity,TPG TELECOM LTD,AUD,#N/A,-0.985,2.29,5.725,6.396,20.198,10.702,10.785,-14.992,40.436,90.847,139.925,178.948,217.033,253.2,335,595.4,646.4,597.5,303.3,#N/A,#N/A,,,,,,,
56,BPT AU Equity,BEACH ENERGY LTD,AUD,1.351,-0.052,3.748,10.715,11.212,21.943,32.098,102.616,135.257,286.44,37.64,-123.488,194.062,220.532,218.845,-653.2,-601.8,323.4,321.7,872.7,708.5,#N/A,,,,,,,
57,QUB AU Equity,QUBE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5.784,-15.232,-1.499,127.114,143.522,140.823,139.6,86.6,297.2,305.7,202.6,#N/A,,,,,,,
58,BLD AU Equity,BORAL LTD,AUD,217.7,205.5,301.3,420,534.3,520.4,503.1,466.8,364.9,192.2,84.8,204.8,235.5,-292,124.5,277.8,264.9,257.7,477,506.1,-1024.4,#N/A,,,,,,,
59,SOL AU Equity,WASHINGTON H. SOUL PATTINSON,AUD,82.795,32.843,65.945,53.984,1.207,2.044,31.07,104.526,69.797,2466.59,201.734,615.249,51.022,20.986,58.045,-103.22,-41.453,318.457,318.815,314.881,-414.87,#N/A,,,,,,,
60,IPL AU Equity,INCITEC PIVOT LTD,AUD,#N/A,#N/A,#N/A,62.628,112.972,77.19,95.1,294.6,970.4,-222.8,561.8,657.2,479.1,382.3,355.1,538.3,150.9,461.3,276,258.8,#N/A,#N/A,,,,,,,
61,HVN AU Equity,HARVEY NORMAN HOLDINGS LTD,AUD,163.981,151.339,167.244,209.166,259.43,293.993,300.451,375.959,408.372,321.232,376.416,351.997,219.059,168.917,281.804,366.91,478.806,617.466,510.004,554.799,677.278,#N/A,,,,,,,
62,CGF AU Equity,CHALLENGER LTD,AUD,#N/A,#N/A,#N/A,#N/A,66.828,173.2,181,302.6,-64.2,-184,342.3,289.9,146.2,532.2,407.7,391.1,395.1,501.1,388.4,415.6,-619.9,#N/A,,,,,,,
63,DOW AU Equity,DOWNER EDI LTD,AUD,49.586,77.57,81.741,101.267,127.195,156.992,203.668,244.549,251.128,290.197,35.508,-22.882,216.458,334.964,326.3,296.5,258.9,254.8,179.6,430.3,-60.8,#N/A,,,,,,,
64,BEN AU Equity,BENDIGO AND ADELAIDE BANK,AUD,40.071,52.354,55.32,76.192,90.7,106.6,126.4,156,274.4,88.4,338,421.1,325.4,486,536.3,585.1,606.9,628.3,634.5,552,286.1,#N/A,,,,,,,
65,ALU AU Equity,ALTIUM LTD,AUD,15.9558,28.6526,5.704,-0.25,-5.213,-3.13,1.042,1.748,-3.4064,-0.9792,-7.7557,-6.118,-3.9348,3.7847,18.9778,24.8137,33.7982,39.1314,50.3919,79.392,94.0513,#N/A,,,,,,,
66,DMP AU Equity,DOMINO'S PIZZA ENTERPRISES L,AUD,#N/A,#N/A,3.141,5.654,6.867,9.468,15.432,9.283,16.394,19.173,23.051,29.045,35.369,39.483,68.315,99.529,127.626,154.384,181.002,168.501,213.643,#N/A,,,,,,,
67,FLT AU Equity,FLIGHT CENTRE TRAVEL GROUP L,AUD,61.099,68.144,91.844,93.172,115.825,111.135,107.919,154.614,230.778,31.644,201.71,214.638,277.776,336.378,338.238,358.794,344.287,326.215,362.333,339.259,-848.722,#N/A,,,,,,,
68,ALQ AU Equity,ALS LTD,AUD,21.36,22.981,21.076,22.105,27.991,43.052,51.896,90.687,116.055,163.633,121.721,196.366,315.1,324.2,233.2,-97.1,-165.8,175.6,143.5,255.5,183.2,#N/A,,,,,,,
69,IEL AU Equity,IDP EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.899,38.381,44.527,53.818,63.152,77.012,100.597,107.57,#N/A,,,,,,,
70,JBH AU Equity,JB HI-FI LTD,AUD,#N/A,#N/A,11.541,16.416,23.636,34.136,43.49,66.843,104.698,143.536,175.11,164.849,161.459,177.753,191.12,200.907,221.175,268.2,350.6,372.9,483.3,#N/A,,,,,,,
71,SGR AU Equity,STAR ENTERTAINMENT GRP LTD/T,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,406,365,260,346.5,143.2,185.5,241.6,284.8,324.2,421.3,287.7,313.7,-66,#N/A,,,,,,,
72,CWY AU Equity,CLEANAWAY WASTE MANAGEMENT L,AUD,#N/A,#N/A,#N/A,3.795,20.842,41.593,77.756,225.228,412.445,264.084,252.206,-97.406,205.9,-157.5,-114.8,-5.4,97.2,142,149.4,212.2,207,#N/A,,,,,,,
73,CAR AU Equity,CARSALES.COM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.5516,27.5498,41.437,62.274,81.281,97.957,117.564,135.101,149.649,162.783,166.531,180.455,181.47,165.688,#N/A,,,,,,,
74,ILU AU Equity,ILUKA RESOURCES LTD,AUD,135.2,130,136.4,80.3,153.9,165.3,136.5,111,39.4,-139.1,86.1,789.9,545.7,73.5,-20.3,147.1,-249.3,-130.7,482.8,50.8,#N/A,#N/A,,,,,,,
75,ORA AU Equity,ORORA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,232,208,-57.6,-101.1,224.5,280,280.7,320.7,192.5,87.1,#N/A,,,,,,,
76,YAL AU Equity,YANCOAL AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.926,178.384,385.507,68.724,-572.25,-101.274,-197.6,-101.2,681,1389,1089,#N/A,#N/A,,,,,,,
77,ANN AU Equity,ANSELL LTD,AUD,664.4652,228.6,137.8,113,118.2,145.8,140.2,127.3,130.2,142.4,143.1,138.8,149.4,167.2,90.9775,271.2473,281.5946,237.4493,211.7836,210.509,326.9741,#N/A,,,,,,,
78,VEA AU Equity,VIVA ENERGY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,433.2,1635.2,414.4,302.9,203.7,#N/A,#N/A,,,,,,,
79,IGO AU Equity,IGO LTD,AUD,#N/A,#N/A,-1.545,2.33,25.615,30.482,48.771,141.147,69.923,27.679,35.406,-0.292,-374.867,28.506,75.272,105.772,-61.501,24.796,89.616,104.242,221.353,#N/A,,,,,,,
80,SAR AU Equity,SARACEN MINERAL HOLDINGS LTD,AUD,0.486,-1.2,-1.464,-0.804,-0.4877,-0.6964,-1.367,-1.9883,-2.0995,-9.8683,6.334,40.909,30.012,-87.762,9.715,16.59,38.553,33.411,102.102,129.933,293.613,#N/A,,,,,,,
81,OZL AU Equity,OZ MINERALS LTD,AUD,-1.8359999999999999,-5.741,-4.077,31.766,11.773,116.261,704.73,294.9,-94.9,249.8,724.7,357,192.6,-473.6,35.9,153.6,124.5,327,298.8,232.6,#N/A,#N/A,,,,,,,
82,BOQ AU Equity,BANK OF QUEENSLAND LTD,AUD,35.861,35.429,47.727,66.1,201.2,108.2,212.3,145.2,201.9,193.2,258.1,221.8,-19.3,275.8,383,462,496,507,493,435,173,#N/A,,,,,,,
83,RWC AU Equity,RELIANCE WORLDWIDE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.0803,56.1348,65.9946,65.9946,102.202,111.1,199.162,155.897,#N/A,,,,,,,
84,LNK AU Equity,LINK ADMINISTRATION HOLDINGS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.73,24.546,55.625,97.77,137.562,207.98,463.789,-56.835,#N/A,,,,,,,
85,MIN AU Equity,MINERAL RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0007,25.17,62.376,60.185,84.339,212.025,224.036,251.362,338.873,111.58,-42.587,296.893,396.936,267.416,1526.7,#N/A,,,,,,,
86,NEC AU Equity,NINE ENTERTAINMENT CO HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164.843,111.156,-663.449,59.284,-188.127,276.069,295.923,-456.091,#N/A,,,,,,,
