Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,
52,SGP AU Equity,STOCKLAND,AUD,-222.52799999999999,-255.73,-352.62599999999998,-484.6,-384.9,-577.4,-651.4,-620.6,-660.6,-542.79999999999995,-561.6,-529,-475,-419,-448,-476,-561,-653,-658,-523,-603,-631,,,,,,,
53,PME AU Equity,PRO MEDICUS LTD,AUD,-1.5,-2.75,-3.25,-3.75,-5.75,-6.0010000000000003,-6.7670000000000003,-4.7640000000000002,-2.0059999999999998,-2.0059999999999998,-0.501,-2.0049999999999999,-2.0049999999999999,-2.0049999999999999,-2.532,-3.0750000000000002,-5.15,-9.843,-10.916,-13.548,-18.788,-26.108000000000001,,,,,,,
54,VCX AU Equity,VICINITY CENTRES,AUD,#N/A,#N/A,#N/A,#N/A,-31.192,-17.015000000000001,-55.862000000000002,-32.01,-8.5850000000000009,0,-4.0030000000000001,-203.81100000000001,-340.1,-294.60000000000002,-684.9,-696.7,-654,-622.1,-589.20000000000005,-154.80000000000001,-514.29999999999995,-521.29999999999995,,,,,,,
55,ALX AU Equity,ATLAS ARTERIA,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,-27.564,-33.569000000000003,-10.272,-4.1779999999999999,-59.334000000000003,-85.158000000000001,-151.70099999999999,-105.492,-273.32,-388.40199999999999,#N/A,,,,,,,
56,ALD AU Equity,AMPOL LTD,AUD,0,-10.8,-75.599999999999994,-108,-170.1,-256.5,-186.3,0,-148.5,-126.9,-121.5,-108,-99.9,-261.89999999999998,-319.40499999999997,-292.10700000000003,-307.75700000000001,-239,-189.8,-178.7,-383.6,#N/A,,,,,,,
57,SEK AU Equity,SEEK LTD,AUD,#N/A,0,0,-12.491,-13.257,-30.643999999999998,-47.091999999999999,-41.484999999999999,-33.283000000000001,-45.439,-53.256999999999998,-64.099999999999994,-88.4,-120.2,-130.9,-146.1,-157.69999999999999,-161.5,0,-116.4,-152.19999999999999,-159.6,,,,,,,
58,AGL AU Equity,AGL ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,0,-35.799999999999997,-112.7,-177.4,-219.5,-206.5,-185.8,-214,-269,-344,-446,-517,-682,-774,-719,-573,-317,-121,,,,,,,
59,IGO AU Equity,IGO LTD,AUD,0,0,0,-8.6530000000000005,-7.7720000000000002,-14.779,-19.617000000000001,-8.0920000000000005,-5.6829999999999998,-8.9649999999999999,-10.744999999999999,-4.6580000000000004,-9.3330000000000002,-25.768000000000001,-12.786,-17.600999999999999,-11.736000000000001,-23.619,-82.712000000000003,-29.54,-113.6,-143.9,,,,,,,
60,MGR AU Equity,MIRVAC GROUP,AUD,-153.00899999999999,-166.66,-128.501,-129.34299999999999,-206.85900000000001,-156.364,-201.13399999999999,-141.19999999999999,-185.7,-278.8,-280.2,-225.9,-280.2,-336,-355,-374,-390,-416,-486,-307,-402,-407,,,,,,,
61,DXS AU Equity,DEXUS/AU,AUD,#N/A,#N/A,#N/A,-16.190999999999999,-200.9,-169.84100000000001,-100.28,-214.08699999999999,-200.47,-228.91300000000001,-254.5,-264.10000000000002,-288.3,-351.5,-430.5,-408.2,-482.8,-522,-548.29999999999995,-567.9,-548.6,-572.20000000000005,,,,,,,
62,GPT AU Equity,GPT GROUP,AUD,-176.7,-409.4,-436,-471.9,-550,-421.1,-391.6,-366.7,-334.9,-348.1,-365.6,-292.2,-376.6,-380,-413.1,-435.6,-449.2,-485.8,-441.6,-511.9,-432.9,#N/A,,,,,,,
63,EBO NZ Equity,EBOS GROUP LTD,AUD,-3.1242999999999999,-3.6551999999999998,-4.4653,-5.1013000000000002,-5.4317000000000002,-6.1909999999999998,-5.6177999999999999,-2.2967,-2.5937999999999999,-14.953200000000001,-12.7934,-17.054400000000001,-47.27,-59.031700000000001,-70.671999999999997,-89.721599999999995,-91.992999999999995,-99.932000000000002,-111.834,-124.986,-154.11000000000001,-175.73,,,,,,,
64,ORI AU Equity,ORICA LTD,AUD,-77.2,-159.5,-156.6,-178.2,-186.2,-288.89999999999998,-196.7,-332.2,-324,-312.5,-300.2,-286,-267.39999999999998,-356.1,-213.4,-157.9,-143.19999999999999,-177.2,-179.4,-72.400000000000006,-90.6,#N/A,,,,,,,
65,EVN AU Equity,EVOLUTION MINING LTD,AUD,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,-12.944000000000001,-11.513,-23.834,-52.418999999999997,-109.873,-127.111,-221.376,-273.36500000000001,-146.62799999999999,-91.73,,,,,,,
66,YAL AU Equity,YANCOAL AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,-130,-514,-280,0,-1626,#N/A,,,,,,,
