Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,,
74,ILU AU Equity,ILUKA RESOURCES LTD,AUD,83.1,66,53.5,54.4,59.4,68.3,69.3,68,58.2,0,0,0,0,0,0,0,0,0,0,2,#N/A,#N/A,,,,,,,
75,ORA AU Equity,ORORA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,#N/A,,,,,,,
76,YAL AU Equity,YANCOAL AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.841,0,0,0,0,0,0,0,3,2,2,#N/A,#N/A,,,,,,,
77,ANN AU Equity,ANSELL LTD,AUD,29.2789,19.8,13.7,10.8,10.2,9.1,14,15.3,12.7,14.6,13.9,13.7,14.1,16.7,16.447400000000002,19.2008,21.0823,23.1831,21.0982,17.116,17.2714,#N/A,,,,,,,
78,VEA AU Equity,VIVA ENERGY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,,,,,,,
79,IGO AU Equity,IGO LTD,AUD,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
80,SAR AU Equity,SARACEN MINERAL HOLDINGS LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
81,OZL AU Equity,OZ MINERALS LTD,AUD,0.563,1.216,0.25,3.425,0,0,0,42.3,47.9,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,,,,,,,
82,BOQ AU Equity,BANK OF QUEENSLAND LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
83,RWC AU Equity,RELIANCE WORLDWIDE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.783,40.8248,44.1905,0,0,0,0,0,#N/A,,,,,,,
84,LNK AU Equity,LINK ADMINISTRATION HOLDINGS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.349,0.63,0.119,0.476,0.752,2.038,3.223,4.606,#N/A,,,,,,,
85,MIN AU Equity,MINERAL RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,25.458,20.856,20.891,20.014,20.759,20.086,18.864,18.362,17.81,18.986,30.8,#N/A,,,,,,,
86,NEC AU Equity,NINE ENTERTAINMENT CO HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,192.644,135.864,#N/A,,,,,,,
87,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.713,9.237,18.684,38.144,40.966,59.402,79.786,77.385,#N/A,,,,,,,
88,PMV AU Equity,PREMIER INVESTMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
89,NHF AU Equity,NIB HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,-0.054,-0.591,-1.587,-1,0,0,0,#N/A,,,,,,,
90,BKW AU Equity,BRICKWORKS LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
91,PDL AU Equity,PENDAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,,,,,,,
92,IFL AU Equity,IOOF HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,0.303,2.705,4.197,3.6029999999999998,0.747,0.724,17.454,16.517,16.157,14.876,12.457,12.835,9.643,9.475,9.688,10.42,7.663,-0.229,#N/A,,,,,,,
93,APX AU Equity,APPEN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,,,,,,,
94,WHC AU Equity,WHITEHAVEN COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,55.504,13.178,13.178,1.078,1.078,0,0,0,0,#N/A,,,,,,,
95,PTM AU Equity,PLATINUM ASSET MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.663,0,0,0,0,0,0,0,0,0,28.736,0,75.936,0,0,#N/A,,,,,,,
96,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,,,,,,,
97,APE AU Equity,AP EAGERS LTD,AUD,0,0,0,0,0,0,0,0,0,0.045,0.401,0.444,0.51,0.939,7.486,8.139,8.166,10.761,8.002,9.423,#N/A,#N/A,,,,,,,
98,MTS AU Equity,METCASH LTD,AUD,0,0,0,0,0,0,0,0,0,2,59.5,67.6,74,5.3,7.6,7.7,8.3,8.8,8.7,9.6,14.9,#N/A,,,,,,,
99,PME AU Equity,PRO MEDICUS LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
100,IRE AU Equity,IRESS LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,,,,,,,
101,BRG AU Equity,BREVILLE GROUP LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
102,NXT AU Equity,NEXTDC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
103,ABC AU Equity,ADELAIDE BRIGHTON LTD,AUD,2.971,2.974,3.005,9.983,9.308,8.275,8.6,3,3,3.1,3,2.9,2.8,2.8,2.7,2.6,2.5,2.6,2.5,2.4,#N/A,#N/A,,,,,,,
104,CSR AU Equity,CSR LTD,AUD,160.1,97.9,81.6,69.2,72.8,126.2,98.3,104.7,105.9,153.6,135.6,47.6,48.3,51.8,55.2,60.3,133.3,51.5,46.7,53.1,60.5,#N/A,,,,,,,
105,CTD AU Equity,CORPORATE TRAVEL MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,8.556000000000001,12.42,14.765,15.088,17.158,23.923000000000002,19.254,#N/A,,,,,,,
106,RRL AU Equity,REGIS RESOURCES LTD,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
107,NUF AU Equity,NUFARM LTD,AUD,0.43,1.05,6.285,6.638,7.709,5.966,1.008,1.017,1.036,0.821,0.843,0.773,0.6,5.189,5.229,4.789,4.621,4.395,0,0,0,#N/A,,,,,,,
108,EVT AU Equity,EVENT HOSPITALITY AND ENTERT,AUD,0,0,0,0,0.095,0.25,0.149,0.125,0.223,0.09,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
109,SGM AU Equity,SIMS LTD,AUD,0.287,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
110,DHG AU Equity,DOMAIN HOLDINGS AUSTRALIA LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.241,10.795,3.411,5.835,#N/A,,,,,,,
111,SUL AU Equity,SUPER RETAIL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,-3,-1.1,-1.9,-0.7,-0.4,0,#N/A,,,,,,,
112,PPT AU Equity,PERPETUAL LTD,AUD,31.576,0,0,0,0,0,0,0,0.745,0.108,1.6520000000000001,10.085,12.263,9.398,11.631,0,0,0,0,0,0,#N/A,,,,,,,
113,NAN AU Equity,NANOSONICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
114,SBM AU Equity,ST BARBARA LTD,AUD,0,0.407,0.252,0,18.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,
115,BIN AU Equity,BINGO INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,#N/A,,,,,,,
116,BAP AU Equity,BAPCOR LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,6.561,2.3970000000000002,2.233,1.812,#N/A,,,,,,,
117,VOC AU Equity,VOCUS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,#N/A,,,,,,,
118,WEB AU Equity,WEBJET LTD,AUD,0,0,0,0,0,0,0,0,0,0,0.3,0.19,0.054,-0.068,0,0,0,0,0,0,0,#N/A,,,,,,,
119,IPH AU Equity,IPH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.543,0,0,0,0,0,0,#N/A,,,,,,,
120,TYR AU Equity,TYRO PAYMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,#N/A,,,,,,,
